ResID,ReviewID,Rating,Text,Url,Timestamp
a3yfBL2Nlm6Z6-1Yzl4ncw,b0S_8Ea2P8wsHK-vafLphw,4,"I've had the pleasure of trying Din Tai Fung dumplings in Sydney, Australia and couldn't wait to try the brand new DTF in UTC, San Diego. I can now report...",https://www.yelp.com/biz/din-tai-fung-san-diego-3?hrid=b0S_8Ea2P8wsHK-vafLphw&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-12-10 17:39:06
a3yfBL2Nlm6Z6-1Yzl4ncw,TWnD7RIdxMeFkW6qwDnR7g,3,"Unfortunately, my experience at Din Tai Fung did not meet my expectations. Perhaps it was all the hype that I built up. Here is what we ordered.

Hot & Sour...",https://www.yelp.com/biz/din-tai-fung-san-diego-3?hrid=TWnD7RIdxMeFkW6qwDnR7g&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-12-10 16:50:24
MnsAeUTv-t3bNqF4DJIrEw,UjbRA3X2HJhzoFQCrVkOGQ,5,"This place should be called Hidden Gem. The sushi was incredible and the service was just as amazing. 

We did the 90 minute Omokase and it was just the...",https://www.yelp.com/biz/hidden-fish-san-diego?hrid=UjbRA3X2HJhzoFQCrVkOGQ&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-12-06 21:40:04
MnsAeUTv-t3bNqF4DJIrEw,T95iaYLOb2oECbbDu0HblQ,1,"This is probably the most disappointing Omakase experience. I traveled from NY and here on business, so I was thrilled to check our this new concept. When I...",https://www.yelp.com/biz/hidden-fish-san-diego?hrid=T95iaYLOb2oECbbDu0HblQ&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-12-07 17:47:18
MnsAeUTv-t3bNqF4DJIrEw,ynBckB7wUnZbAUFCloaYhg,5,Hidden Fish definitely has the concept of omakase down. The selections are mostly nigiri but you may get one or two of the maki depending on what the chef's...,https://www.yelp.com/biz/hidden-fish-san-diego?hrid=ynBckB7wUnZbAUFCloaYhg&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-12-06 19:13:40
9sqn-GW1hXjQy4g3g7oOwA,yoJfSBXuE5cKF5ku-Ah4XQ,4,Bonchon is a Korean Fried Chicken place that recently opened in Convoy area of San Diego (October 2018 - Soft Opening).  The first time I had Korean Fried...,https://www.yelp.com/biz/bonchon-convoy-san-diego?hrid=yoJfSBXuE5cKF5ku-Ah4XQ&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-12-10 12:49:27
9sqn-GW1hXjQy4g3g7oOwA,_TpPd3c2hV5qrvddo9cRHg,4,"I really didn't like bonchon when I tried it in NorCal, but I was impressed with this location all around. 

My 2 friends and I ordered the large combo all...",https://www.yelp.com/biz/bonchon-convoy-san-diego?hrid=_TpPd3c2hV5qrvddo9cRHg&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-12-09 08:49:48
9sqn-GW1hXjQy4g3g7oOwA,JlWX9MRrY3Ippbuvo7upkw,5,"I'm so happy that there's FINALLY a Bonchon in San Diego! Now I don't have to go all the way to Costa Mesa for some awesome Korean chicken wings. 

My...",https://www.yelp.com/biz/bonchon-convoy-san-diego?hrid=JlWX9MRrY3Ippbuvo7upkw&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-12-07 18:54:42
l-t2wjc6WttWflFcELRR9A,lM8CjARLufHGaQFn_w60BA,5,I can't believe it took me so long to try this place!  The pastries are amazing and a great place to get some croissants and sandwiches and chill on the...,https://www.yelp.com/biz/wayfarer-bread-and-pastry-san-diego-2?hrid=lM8CjARLufHGaQFn_w60BA&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-05 15:10:39
l-t2wjc6WttWflFcELRR9A,iQSzxWwP80RDsGSTRLGc7Q,4,I was attracted to Wayfarer Bread & Pastry due to their delicious variety of croissants and sweet breads.  I would say first if your a fan of flavored...,https://www.yelp.com/biz/wayfarer-bread-and-pastry-san-diego-2?hrid=iQSzxWwP80RDsGSTRLGc7Q&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-12-09 11:47:05
l-t2wjc6WttWflFcELRR9A,r-b66xdebI2G3lHcE1xWdA,1,"Overpriced, American style bakery.  Not good. Not recommended.  

From the baguettes to the tarts, dry and overpriced.",https://www.yelp.com/biz/wayfarer-bread-and-pastry-san-diego-2?hrid=r-b66xdebI2G3lHcE1xWdA&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-12-01 14:46:32
wrKg8zhFHW7M7LFvbGF-0w,TDa48Q9QjJ5hfwdykLRi8A,4,"Behind a freezer door in a poke place, you will enter into an island-themed world full of all the decor and ambiance you'd expect from a tiki bar. 

Of...",https://www.yelp.com/biz/the-grass-skirt-san-diego?hrid=TDa48Q9QjJ5hfwdykLRi8A&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-27 16:35:37
wrKg8zhFHW7M7LFvbGF-0w,A8pU_K1tWmJoO1EhRaUHMg,2,"Made a reservation for their special Dim Sum brunch event a week in advance & was soo excited for it!

Brunch started at 11am and we made reservations at...",https://www.yelp.com/biz/the-grass-skirt-san-diego?hrid=A8pU_K1tWmJoO1EhRaUHMg&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-12-09 16:02:42
wrKg8zhFHW7M7LFvbGF-0w,RaN8hqDj4x64i2sqjx9kNA,3,"I loved the decor and the service was good. The drinks were also good (but over priced.)
My complaints are the pricing and the food. 
I got the Korean short...",https://www.yelp.com/biz/the-grass-skirt-san-diego?hrid=RaN8hqDj4x64i2sqjx9kNA&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-12-02 12:13:52
mMX0rOkGpDCCQct8yAR_ZA,pjVw3Shkl7-xJIXPnLljUg,4,"Get a Shack Stack.

The shack stack patty is little bit crispy like a flat top burger. The cheese-stuffed-breaded-mushroom is so tasty, juicy, and crunchy....",https://www.yelp.com/biz/shake-shack-san-diego-7?hrid=pjVw3Shkl7-xJIXPnLljUg&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-16 22:47:03
mMX0rOkGpDCCQct8yAR_ZA,IK-vy1Gau7NXy1HyqtSkIQ,1,"The one star was because they have Red Rooster hot sauce. Was in the area and decided to give this place a try. When they first opened, my timeline was...",https://www.yelp.com/biz/shake-shack-san-diego-7?hrid=IK-vy1Gau7NXy1HyqtSkIQ&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-20 23:52:35
mMX0rOkGpDCCQct8yAR_ZA,yRoLZGl6HLB--hjJ9jpNaw,2,"From a hamburger perspective: this place is like an expensive version of out-n-in hehe. I got the classic cheeseburger which was pretty good, though not hot...",https://www.yelp.com/biz/shake-shack-san-diego-7?hrid=yRoLZGl6HLB--hjJ9jpNaw&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-18 21:14:35
ZUZEfmc3cktZT9aV-AHYiw,gqmv-ogo727uk-CcTfMmXA,5,"Wow. My friend and I dropped by here by accident after doing a 10k event and not only was the food just what we needed, the staff and the mood just felt...",https://www.yelp.com/biz/pop-pie-co-san-diego-7?hrid=gqmv-ogo727uk-CcTfMmXA&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-19 07:24:00
ZUZEfmc3cktZT9aV-AHYiw,X62a463ST4pduloDnwGxpg,4,The crust makes the pie for me and this place has the PERFECT buttery crust! I love their chicken pot pie and the Ale and steak(?). They are great. I would...,https://www.yelp.com/biz/pop-pie-co-san-diego-7?hrid=X62a463ST4pduloDnwGxpg&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-30 17:02:53
ZUZEfmc3cktZT9aV-AHYiw,Aznh69FABF51sV2FiNYvDg,4,Cutest place ever!   I was greeted by the nicest guy ever who seemed to genuinely care what my husband and I were up to that night and who shared what he...,https://www.yelp.com/biz/pop-pie-co-san-diego-7?hrid=Aznh69FABF51sV2FiNYvDg&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-28 21:06:33
VI_Eo7Fjj1HQP3EL3BE8Kw,o5vtNQ633vtvuzVfNGrKpQ,5,"Ohhhhh f*ck? They nailed that perfection sh*t again tonight. AGAIN-- God I love this place.

..just sayin",https://www.yelp.com/biz/maestoso-san-diego-2?hrid=o5vtNQ633vtvuzVfNGrKpQ&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-12-03 20:46:43
VI_Eo7Fjj1HQP3EL3BE8Kw,qUst0xb06bLLL4tNSbcdcA,4,Location: Hillcrest along the main drag. You can park behind the restaurant in the large parking lot- this is ideal so you don't have to drive around...,https://www.yelp.com/biz/maestoso-san-diego-2?hrid=qUst0xb06bLLL4tNSbcdcA&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-21 10:53:44
VI_Eo7Fjj1HQP3EL3BE8Kw,PSAhLtpd4hdmJu7o48E6Kw,4,"Great service, beautiful ambiance. 
We sat outside near the glass bonfire pit. So pretty and romantic. 
Not sure I like the idea of ""dim sum"" style...",https://www.yelp.com/biz/maestoso-san-diego-2?hrid=PSAhLtpd4hdmJu7o48E6Kw&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-19 13:35:01
yPbVdfHu5zJLXVWSZDWdZQ,BDiuKK_PqOBm9CDWp3YHCw,5,"This place is freaking fantastic, the servers and wait staff are nice and courteous, the cocktails we're delicious! I was first going to hit up Corvette...",https://www.yelp.com/biz/el-jardin-san-diego-2?hrid=BDiuKK_PqOBm9CDWp3YHCw&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-12-01 22:35:38
yPbVdfHu5zJLXVWSZDWdZQ,jvOWSpgRmcTTjvUMU5EjFw,1,"In a city chock full of wonderful Mexican food, it is a crying shame that this abysmal joint is getting all of the raves.  Really, Esquire magazine, what...",https://www.yelp.com/biz/el-jardin-san-diego-2?hrid=jvOWSpgRmcTTjvUMU5EjFw&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-28 16:15:16
yPbVdfHu5zJLXVWSZDWdZQ,-cbpxjm--NQ_nD6h4Q9iIg,5,"Again, El Jardin did not let us down!!! 
Event was courses with a guest Chef, and pairings of drinks.
Honoring the dead.  Resturant was perfect, spotless....",https://www.yelp.com/biz/el-jardin-san-diego-2?hrid=-cbpxjm--NQ_nD6h4Q9iIg&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-01 21:19:50
TC4WrRzvOpUQG6klahuNBQ,god_WgYppF9j31KLXBgMiA,5,"What can I say?  This place was impressive in every way.

It's an awesome concept, a plane hangar with an open-concept dining room.  There are TVs...",https://www.yelp.com/biz/nolita-hall-san-diego-2?hrid=god_WgYppF9j31KLXBgMiA&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-21 00:41:44
TC4WrRzvOpUQG6klahuNBQ,YPfLSaRV7lj1DRMMdYnggg,1,It saddens my heart to have to write this considering the past few times I've come here my experiences were excellent. Today 11/24/18 was an exception....,https://www.yelp.com/biz/nolita-hall-san-diego-2?hrid=YPfLSaRV7lj1DRMMdYnggg&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-24 17:57:00
TC4WrRzvOpUQG6klahuNBQ,2FJrpEhKGBluAJSUptPnUQ,3,"Place has a nice vibe! That deserves most of the stars. 

They said they allow animals. We come in and they said we can pick any seat we want. We sit and...",https://www.yelp.com/biz/nolita-hall-san-diego-2?hrid=2FJrpEhKGBluAJSUptPnUQ&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-21 03:29:12
n03_a62vZpzvpcZl2gn0Sw,-v36yAcX5c3RVijZZAhaFQ,5,"MY PALATE HAS BEEN ASTONISHED!!! I must admit this is the FEAST OF ALL FEASTS spot!!  I'm happy to report I have ,literally as I type, consumed the best...",https://www.yelp.com/biz/herb-and-eatery-san-diego-3?hrid=-v36yAcX5c3RVijZZAhaFQ&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-12-09 11:10:21
n03_a62vZpzvpcZl2gn0Sw,uOuf2d72bsZaKQZ1dUngQg,5,"I invited 16 people to meet me here for food and drinks, not knowing exactly how we would be accommodated or where we would sit. I looked at the photos and...",https://www.yelp.com/biz/herb-and-eatery-san-diego-3?hrid=uOuf2d72bsZaKQZ1dUngQg&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-25 18:31:17
n03_a62vZpzvpcZl2gn0Sw,MkSeQQHNGx8TWSu36Uu0EQ,5,I loved herb and wood and really like this place. Reminds me of Boston where the big restaurants have smaller market restaurants if that makes any...,https://www.yelp.com/biz/herb-and-eatery-san-diego-3?hrid=MkSeQQHNGx8TWSu36Uu0EQ&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-24 15:35:28
1AQJ3sdKL6WT2DtSL04sPQ,5S_LxrDIBGDnM-ksCkl6NA,5,"I must say. I heard good things but this place really hit and exceeded expectations. First, I have consumed quite a bit of ceviche in my life. I think I'm a...",https://www.yelp.com/biz/charles-dinorah-at-the-pearl-hotel-san-diego?hrid=5S_LxrDIBGDnM-ksCkl6NA&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-08-04 23:59:17
1AQJ3sdKL6WT2DtSL04sPQ,-_iBN1McMKX6u0WYcP1CCQ,4,So happy they changed the menu a bit since opening as Charles + Dinorah.  I went with a Keto eating friend who was able to eat because of the change. The...,https://www.yelp.com/biz/charles-dinorah-at-the-pearl-hotel-san-diego?hrid=-_iBN1McMKX6u0WYcP1CCQ&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-03 13:24:52
1AQJ3sdKL6WT2DtSL04sPQ,A7sMVihSCi5vbBPE3An1BA,4,"New owners for this already great restaurant and hotel! I love the new cocktail program. It is so awesome with lots of amazing rum, rye and gin drinks. 
The...",https://www.yelp.com/biz/charles-dinorah-at-the-pearl-hotel-san-diego?hrid=A7sMVihSCi5vbBPE3An1BA&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-08-12 12:05:14
R5l8LF0qHMV3-5gN3pvMYg,IAwYlJkQ2E6eeaJztd4ZiQ,4,Hidden behind all the delicious Italian restaurants in India street lies the Little Italy Food Hall. You can pick from an array of different cuisines and...,https://www.yelp.com/biz/little-italy-food-hall-san-diego?hrid=IAwYlJkQ2E6eeaJztd4ZiQ&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-12-04 21:30:23
R5l8LF0qHMV3-5gN3pvMYg,HOPIl-ClHBSSjBemUM_ZFg,4,"CUTE.

That's the only adjective that came to my mind when I walked into this food hall. ""Cute"". It holds 7 food stations: Ambrogio15, Mein St. Asian...",https://www.yelp.com/biz/little-italy-food-hall-san-diego?hrid=HOPIl-ClHBSSjBemUM_ZFg&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-28 15:36:34
R5l8LF0qHMV3-5gN3pvMYg,2FHbdohiITzthBBFFgwmJA,5,Little Italy is such a cool part of San Diego that we only recently started going to when visiting. When we found out about the Little Italy Food Hall we...,https://www.yelp.com/biz/little-italy-food-hall-san-diego?hrid=2FHbdohiITzthBBFFgwmJA&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-05 18:50:34
OKOCt9shJMRj0Mf88JrL0w,RUWELXiPz64aJ2dn5AtGQQ,5,"Love this place!  Great service, great food, fun drinks and a historical background regarding the taxidermy . 
The decor is fun, lots of choices for seating...",https://www.yelp.com/biz/craft-and-commerce-san-diego?hrid=RUWELXiPz64aJ2dn5AtGQQ&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-12-03 19:08:54
OKOCt9shJMRj0Mf88JrL0w,L3PU_s0HbIQh-NTs40K3Ww,5,"Amazing place to visit if you're in the area. A friend and I came across this place, thanks to Yelp not being updated on King and Queen Cantinas Sunday...",https://www.yelp.com/biz/craft-and-commerce-san-diego?hrid=L3PU_s0HbIQh-NTs40K3Ww&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-19 10:56:44
OKOCt9shJMRj0Mf88JrL0w,H-7m-1V3eMkO2jFuOaOF1g,5,I just cannot stop raving about this place on IG. Every day I look at the photos and I start drooling all over again. We went from brunch on Sunday and...,https://www.yelp.com/biz/craft-and-commerce-san-diego?hrid=H-7m-1V3eMkO2jFuOaOF1g&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-18 08:16:57
HvPDGFu5z_agspTA1iiBkA,3iConf6xGQCgcf2WZ-RcGw,5,"YUM!!!!!!! This place hit the spot and more!!! These tacos are so creative and very vegan friendly! The tortillas are perfection. 

They even have vegan...",https://www.yelp.com/biz/lola-55-san-diego?hrid=3iConf6xGQCgcf2WZ-RcGw&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-11-28 17:03:55
HvPDGFu5z_agspTA1iiBkA,eQrUWsX-atacV0feCsBY0w,4,"I have to admit, I was expecting something a little different before coming here. With the large ""Tacos & Cocktails"" sign outside, what I was expecting was...",https://www.yelp.com/biz/lola-55-san-diego?hrid=eQrUWsX-atacV0feCsBY0w&adjust_creative=r7MUJQBTl9K6JVyS6S33Ug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=r7MUJQBTl9K6JVyS6S33Ug,2018-12-05 22:45:46
